name,long_name,positions,club,overall,pace,shooting,passing,dribbling,defending,physic,value_eur,age,height_cm
F. Coquelin,Francis Coquelin,"CM, CDM, RM",Villarreal CF,80,68.0,67.0,76.0,80.0,78.0,79.0,20000000.0,30,176
Rafael Tolói,Rafael Tolói,CB,Atalanta,80,66.0,47.0,58.0,64.0,82.0,80.0,17500000.0,30,185
A. Ramsey,Aaron Ramsey,"CM, CAM, LM",Juventus,80,66.0,70.0,81.0,83.0,66.0,66.0,20000000.0,30,183
José Callejón,José María Callejón Bueno,"RM, RW",Fiorentina,80,77.0,76.0,76.0,81.0,48.0,59.0,10000000.0,34,178
A. Sánchez,Alexis Alejandro Sánchez Sánchez,"CF, ST",Inter,80,78.0,76.0,78.0,83.0,43.0,68.0,17000000.0,32,168
A. Ogbonna,Angelo Obinze Ogbonna,CB,West Ham United,80,56.0,40.0,60.0,62.0,82.0,76.0,10000000.0,33,191
D. Godín,Diego Roberto Godín Leal,CB,Cagliari,80,57.0,48.0,63.0,61.0,80.0,78.0,5500000.0,35,187
Nacho Monreal,Ignacio Monreal Eraso,LB,Real Sociedad,80,65.0,61.0,74.0,74.0,80.0,68.0,6500000.0,35,180
M. Benatia,Medhi Amine El Mouttaqi Benatia,CB,Fatih Karagümrük S.K.,80,63.0,45.0,52.0,63.0,81.0,82.0,7000000.0,34,189
D. Payet,Dimitri Payet,"LW, CAM",Olympique de Marseille,80,69.0,77.0,83.0,82.0,38.0,67.0,10000000.0,34,175
Marcelo,Marcelo Vieira da Silva Júnior,LB,Real Madrid CF,80,73.0,72.0,80.0,87.0,75.0,71.0,11000000.0,33,174
D. Wass,Daniel Wass,"RB, RM, CM",Valencia CF,80,74.0,77.0,80.0,77.0,76.0,76.0,14500000.0,32,181
M. Hamšík,Marek Hamšík,"CM, CDM, CAM",Trabzonspor,80,68.0,77.0,81.0,80.0,70.0,71.0,13000000.0,33,183
Raúl García,Raúl García Escudero,"ST, CAM",Athletic Club de Bilbao,80,41.0,82.0,81.0,78.0,65.0,83.0,10500000.0,34,184
J. Evans,Jonathan Grant Evans,CB,Leicester City,80,52.0,32.0,61.0,60.0,83.0,77.0,10000000.0,33,188
Jonny,Jonathan Castro Otto,"LWB, RWB",Wolverhampton Wanderers,80,75.0,53.0,71.0,76.0,79.0,69.0,22000000.0,27,170
João Moutinho,João Filipe Iria Santos Moutinho,CM,Wolverhampton Wanderers,80,50.0,72.0,84.0,80.0,70.0,66.0,9500000.0,34,170
Bartra,Marc Bartra Aregall,"CB, CDM",Real Betis Balompié,80,71.0,61.0,72.0,73.0,80.0,74.0,17500000.0,30,184
R. Nainggolan,Radja Nainggolan,"CAM, CM, CF",Royal Antwerp FC,80,71.0,84.0,78.0,74.0,73.0,80.0,13000000.0,33,176
C. Bakambu,Cédric Bakambu,ST,Beijing Guoan FC,80,90.0,80.0,71.0,76.0,36.0,77.0,20500000.0,30,182
E. Zahavi,Eran Zahavi,ST,PSV,80,77.0,82.0,74.0,79.0,39.0,73.0,13500000.0,33,182
Q. Promes,Quincy Anton Promes,"CAM, LW",Spartak Moskva,80,88.0,78.0,78.0,81.0,46.0,69.0,20500000.0,29,174
G. Laborde,Gaëtan Laborde,"ST, RM",Stade Rennais FC,80,77.0,78.0,76.0,78.0,40.0,82.0,24500000.0,27,181
C. Aránguiz,Charles Mariano Aránguiz Sandoval,"CDM, CM",Bayer 04 Leverkusen,80,65.0,71.0,80.0,77.0,76.0,72.0,14000000.0,32,171
J. Martínez,Josef Alexander Martínez Mencia,ST,Atlanta United,80,87.0,80.0,61.0,79.0,25.0,67.0,21500000.0,28,170
Roger,Roger Martí Salvador,ST,Levante Unión Deportiva,80,77.0,82.0,63.0,77.0,41.0,74.0,20500000.0,30,179
M. Keane,Michael Keane,CB,Everton,80,55.0,49.0,65.0,65.0,82.0,80.0,20000000.0,28,191
Z. Feddal,Zouhair Feddal Agharbi,CB,Sporting CP,80,61.0,50.0,63.0,60.0,82.0,77.0,14500000.0,31,192
T. Savanier,Téji Tedy Savanier,"CM, CAM",Montpellier Hérault SC,80,67.0,74.0,83.0,82.0,69.0,69.0,20500000.0,29,172
S. Umtiti,Samuel Yves Umtiti,CB,FC Barcelona,80,65.0,62.0,68.0,67.0,80.0,78.0,19500000.0,27,182
F. Thauvin,Florian Tristan Mariano Thauvin,"RW, RM",Tigres U.A.N.L.,80,79.0,79.0,79.0,80.0,41.0,68.0,21000000.0,28,179
S. Haller,Sébastien Haller,ST,Ajax,80,66.0,79.0,62.0,74.0,51.0,81.0,24500000.0,27,190
K. Fortounis,Konstantinos Fortounis,"CAM, LW, RW",Olympiacos CFP,80,75.0,77.0,79.0,82.0,43.0,69.0,21000000.0,28,183
J. Draxler,Julian Draxler,"CAM, LW, CM",Paris Saint-Germain,80,74.0,76.0,80.0,82.0,58.0,66.0,24500000.0,27,187
A. Mandi,Aïssa Mandi,CB,Villarreal CF,80,66.0,46.0,74.0,70.0,81.0,74.0,19500000.0,29,184
João Pedro,João Pedro Geraldino dos Santos Galvão,"CF, ST, CAM",Cagliari,80,72.0,78.0,77.0,81.0,41.0,74.0,21000000.0,29,184
Rafinha,Rafael Alcântara do Nascimento,"CM, CAM",Paris Saint-Germain,80,71.0,75.0,80.0,84.0,69.0,68.0,21000000.0,28,174
M. Hinteregger,Martin Hinteregger,CB,Eintracht Frankfurt,80,70.0,70.0,67.0,61.0,81.0,81.0,18000000.0,28,184
R. Freuler,Remo Marco Freuler,CM,Atalanta,80,69.0,71.0,77.0,78.0,75.0,73.0,20500000.0,29,180
D. Demme,Diego Demme,"CDM, CM",Napoli,80,57.0,42.0,75.0,77.0,76.0,76.0,18000000.0,29,172
Š. Vrsaljko,Šime Vrsaljko,"RB, RM",Atlético de Madrid,80,79.0,55.0,73.0,74.0,78.0,77.0,18500000.0,29,181
Pozuelo,Alejandro Pozuelo Melero,"CAM, ST",Toronto FC,80,65.0,75.0,80.0,83.0,52.0,66.0,20500000.0,29,170
Ismaily,Ismaily Gonçalves dos Santos,LB,Shakhtar Donetsk,80,82.0,64.0,74.0,81.0,75.0,75.0,15500000.0,31,177
A. Marušić,Adam Marušić,"RWB, LWB, CB",Lazio,79,86.0,66.0,67.0,74.0,75.0,79.0,16000000.0,28,185
A. Golovin,Aleksandr Golovin,"CM, CAM, CF",AS Monaco,79,81.0,72.0,79.0,83.0,67.0,69.0,24500000.0,25,180
R. Bensebaini,Ramy Bensebaini,"LB, CB",Borussia Mönchengladbach,79,73.0,59.0,72.0,75.0,77.0,80.0,21000000.0,26,186
Z. Çelik,Mehmet Zeki Çelik,RB,LOSC Lille,79,79.0,58.0,71.0,72.0,75.0,79.0,22000000.0,24,180
E. Bailly,Eric Bertrand Bailly,CB,Manchester United,79,73.0,42.0,58.0,67.0,79.0,77.0,17500000.0,27,186
R. Aguilar,Ruben Aguilar,RB,AS Monaco,79,79.0,53.0,72.0,76.0,74.0,77.0,16000000.0,28,172
Pablo Fornals,Pablo Fornals Malla,"LM, RM, CAM",West Ham United,79,68.0,74.0,79.0,79.0,69.0,68.0,23000000.0,25,178
E. Buendía,Emiliano Buendía,RM,Aston Villa,79,73.0,73.0,80.0,81.0,64.0,67.0,26500000.0,24,172
Aritz Elustondo,Aritz Elustondo Irribaria,"CB, RB",Real Sociedad,79,66.0,33.0,61.0,60.0,79.0,77.0,18500000.0,27,180
K. Dolberg,Kasper Dolberg Rasmussen,ST,OGC Nice,79,73.0,81.0,69.0,77.0,30.0,68.0,25500000.0,23,187
B. Pavard,Benjamin Pavard,"RB, CB",FC Bayern München,79,69.0,53.0,72.0,71.0,78.0,76.0,21500000.0,25,186
M. Thuram,Marcus Lilian Thuram-Ulien,"LM, ST",Borussia Mönchengladbach,79,82.0,78.0,70.0,79.0,48.0,77.0,27500000.0,23,192
T. Castagne,Timothy Castagne,"RB, RM",Leicester City,79,78.0,57.0,71.0,76.0,75.0,70.0,21500000.0,25,180
E. Ávila,Luis Ezequiel Ávila,"ST, RM",CA Osasuna,79,81.0,81.0,65.0,78.0,44.0,83.0,20500000.0,27,172
Mata,Jaime Mata Arnaiz,ST,Getafe CF,79,68.0,80.0,61.0,76.0,31.0,76.0,14000000.0,32,185
A. Saint-Maximin,Allan Saint-Maximin,"LM, ST",Newcastle United,79,91.0,69.0,70.0,87.0,25.0,61.0,26500000.0,24,173
J. Weigl,Julian Weigl,"CM, CDM",SL Benfica,79,59.0,60.0,75.0,77.0,80.0,75.0,23000000.0,25,186
Paulinho,João Paulo Dias Fernandes,ST,Sporting CP,79,67.0,78.0,64.0,75.0,44.0,81.0,18000000.0,28,188
F. Bernardeschi,Federico Bernardeschi,"CAM, LM, RM",Juventus,79,79.0,71.0,80.0,83.0,61.0,65.0,18500000.0,27,185
Adnan Vidual,Adnan Claudiano Vidual Machado,RB,Internacional,79,83.0,52.0,70.0,71.0,76.0,71.0,15500000.0,29,175
Ricardo Horta,Ricardo Jorge da Luz Horta,"CF, LW",SC Braga,79,78.0,78.0,75.0,80.0,42.0,69.0,21000000.0,26,173
M. Uribe,Andrés Mateus Uribe Villa,"CM, CDM",FC Porto,79,75.0,74.0,75.0,76.0,75.0,81.0,17000000.0,30,182
A. Izzo,Armando Izzo,CB,Torino F.C.,79,70.0,33.0,48.0,65.0,82.0,78.0,16000000.0,29,183
D. Zappacosta,Davide Zappacosta,"RWB, RM, LM",Atalanta,79,76.0,66.0,73.0,74.0,75.0,71.0,15500000.0,29,182
M. Dahoud,Mahmoud Dahoud,"CM, CDM",Borussia Dortmund,79,70.0,69.0,76.0,83.0,67.0,70.0,23000000.0,25,178
N. Elvedi,Nico Elvedi,CB,Borussia Mönchengladbach,79,74.0,39.0,63.0,68.0,80.0,77.0,22500000.0,24,189
H. Traoré,Hamari Traoré,RB,Stade Rennais FC,79,85.0,54.0,72.0,76.0,73.0,77.0,15500000.0,29,175
T. Bakayoko,Tiemoué Bakayoko,"CDM, CM",AC Milan,79,64.0,48.0,68.0,74.0,77.0,84.0,19500000.0,26,189
Munir,Munir El Haddadi Mohamed,"LW, RW, ST",Sevilla FC,79,79.0,78.0,75.0,82.0,35.0,66.0,21000000.0,25,175
Y. Mina,Yerry Fernando Mina González,CB,Everton,79,45.0,54.0,60.0,60.0,80.0,81.0,19000000.0,26,195
R. Tapia,Renato Fabrizio Tapia Cortijo,"CDM, CM",RC Celta de Vigo,79,69.0,69.0,72.0,73.0,79.0,82.0,22000000.0,25,185
D. Sánchez,Davinson Sánchez Mina,CB,Tottenham Hotspur,79,75.0,45.0,55.0,65.0,80.0,80.0,19500000.0,25,187
Ronaldo Esler,Ronaldo Diego Esler Domingues,"LB, LM",Fortaleza,79,89.0,58.0,70.0,77.0,74.0,59.0,19000000.0,21,168
A. Tchouaméni,Aurélien Tchouaméni,"CM, CDM",AS Monaco,79,72.0,69.0,75.0,77.0,77.0,82.0,28000000.0,21,187
Everton Andrão,Everton Jorge Andrade Zanon,"CDM, CM",Fluminense,79,67.0,62.0,74.0,75.0,78.0,76.0,17000000.0,25,177
Rodrygo,Rodrygo Silva de Goes,RW,Real Madrid CF,79,87.0,76.0,71.0,83.0,32.0,56.0,38500000.0,20,174
L. Martínez,Lisandro Martínez,"CB, LB, CDM",Ajax,79,71.0,58.0,73.0,76.0,79.0,80.0,25000000.0,23,178
N. Maksimović,Nemanja Maksimović,"CDM, CM",Getafe CF,79,56.0,68.0,75.0,71.0,77.0,78.0,23000000.0,26,189
Matheus Cunha,Matheus Santos Carneiro Da Cunha,"CAM, LM, ST",Atlético de Madrid,79,85.0,78.0,74.0,84.0,31.0,69.0,35500000.0,22,183
T. Koopmeiners,Teun Koopmeiners,"CDM, CM, CB",Atalanta,79,65.0,72.0,79.0,72.0,76.0,77.0,24500000.0,23,183
M. Taremi,Mehdi Taremi,"ST, CF",FC Porto,79,76.0,79.0,70.0,80.0,38.0,71.0,18000000.0,28,187
C. Gakpo,Cody Mathès Gakpo,"LM, ST",PSV,79,85.0,78.0,74.0,79.0,41.0,72.0,28000000.0,22,189
M. Lacroix,Maxence Lacroix,CB,VfL Wolfsburg,79,88.0,33.0,56.0,65.0,80.0,77.0,33000000.0,21,190
E. Bardhi,Enis Bardhi,"LM, CM",Levante Unión Deportiva,79,75.0,81.0,78.0,82.0,63.0,56.0,21000000.0,25,172
Emerson,Emerson Aparecido Leite de Souza Junior,RB,Tottenham Hotspur,79,84.0,62.0,71.0,74.0,74.0,77.0,25000000.0,22,181
Bruno Guimarães,Bruno Guimarães Rodriguez Moura,"CDM, CM",Olympique Lyonnais,79,68.0,63.0,78.0,78.0,73.0,75.0,24500000.0,23,182
S. Botman,Sven Botman,CB,LOSC Lille,79,60.0,36.0,59.0,61.0,80.0,84.0,25500000.0,21,193
J. Bellingham,Jude Victor William Bellingham,"CM, LM",Borussia Dortmund,79,75.0,69.0,73.0,80.0,75.0,77.0,37000000.0,18,186
Antony,Antony Matheus dos Santos,RW,Ajax,79,91.0,72.0,72.0,84.0,37.0,65.0,39500000.0,21,174
V. Grifo,Vincenzo Grifo,"LM, CF",Sport-Club Freiburg,79,70.0,74.0,79.0,81.0,41.0,62.0,17500000.0,28,180
P. Estupiñán,Pervis Josué Estupiñán Tenorio,"LB, LWB",Villarreal CF,79,82.0,34.0,68.0,72.0,75.0,75.0,26000000.0,23,175
David Neres,David Neres Campos,"RW, LW",Ajax,79,85.0,72.0,73.0,85.0,37.0,64.0,25000000.0,24,176
Melvin Parrela,Melvin Luan Parrela Porfírio,CDM,RB Bragantino,79,71.0,70.0,70.0,72.0,80.0,83.0,18500000.0,21,188
Zubeldia,Igor Zubeldía Elorza,"CB, CM, CDM",Real Sociedad,79,68.0,67.0,75.0,73.0,79.0,81.0,24000000.0,24,181
Luimo Boas Santos,Luan Vágner Boas Macedo,ST,Santos,79,83.0,79.0,65.0,81.0,28.0,64.0,21000000.0,21,176
L. Jović,Luka Jović,ST,Real Madrid CF,79,75.0,80.0,68.0,78.0,29.0,74.0,27000000.0,23,182
Gabriel,Gabriel dos Santos Magalhães,CB,Arsenal,79,68.0,36.0,60.0,58.0,80.0,80.0,24000000.0,23,190
M. Arambarri,Mauro Wilney Arambarri Rosa,"CDM, CM",Getafe CF,79,47.0,60.0,72.0,72.0,77.0,76.0,23500000.0,25,175
D. Kamada,鎌田 大地,"CAM, CF",Eintracht Frankfurt,79,75.0,68.0,79.0,83.0,41.0,59.0,24000000.0,24,184
F. Tomori,Fikayo Tomori,CB,AC Milan,79,82.0,37.0,57.0,65.0,80.0,79.0,25000000.0,23,185
Odriozola,Álvaro Odriozola Arzalluz,RB,Fiorentina,79,84.0,55.0,71.0,75.0,74.0,65.0,21500000.0,25,176
M. Kean,Moise Bioty Kean,ST,Juventus,79,85.0,77.0,56.0,78.0,40.0,75.0,39500000.0,21,182
P. Schick,Patrik Schick,ST,Bayer 04 Leverkusen,79,70.0,79.0,70.0,80.0,35.0,68.0,23500000.0,25,191
J. Ikoné,Nanitamo Jonathan Ikoné,"RM, ST",LOSC Lille,79,89.0,70.0,74.0,83.0,35.0,60.0,25000000.0,23,175
Lucas Veríssimo,Lucas Veríssimo da Silva,CB,SL Benfica,79,81.0,39.0,57.0,59.0,80.0,79.0,23000000.0,25,188
Y. Bissouma,Yves Bissouma,"CDM, CM",Brighton & Hove Albion,79,70.0,68.0,75.0,78.0,77.0,75.0,24500000.0,24,182
M. Senesi,Marcos Nicolás Senesi Barón,CB,Feyenoord,79,61.0,39.0,63.0,71.0,81.0,78.0,25000000.0,24,183
O. Wijndal,Owen Wijndal,LB,AZ Alkmaar,79,84.0,53.0,74.0,78.0,74.0,74.0,25000000.0,21,176
P. Onuachu,Paul Ebere Onuachu,ST,KRC Genk,79,71.0,77.0,62.0,70.0,45.0,84.0,20500000.0,27,201
E. Dier,Eric Dier,"CB, CDM",Tottenham Hotspur,79,53.0,64.0,69.0,64.0,79.0,83.0,17500000.0,27,190
K. Demirbay,Kerem Demirbay,"CM, CDM",Bayer 04 Leverkusen,79,58.0,76.0,79.0,82.0,65.0,70.0,18500000.0,27,183
C. Wood,Christopher Grant Wood,ST,Burnley,79,64.0,79.0,60.0,70.0,40.0,81.0,17500000.0,29,191
Illarramendi,Asier Illarramendi Andonegi,"CDM, CM",Real Sociedad,79,47.0,71.0,77.0,78.0,77.0,69.0,12500000.0,31,179
M. Antonio,Michail Antonio,"ST, RM",West Ham United,79,83.0,76.0,73.0,78.0,55.0,83.0,15000000.0,31,178
S. El Shaarawy,Stephan El Shaarawy,"LW, LM",Roma,79,87.0,75.0,74.0,79.0,46.0,63.0,17500000.0,28,178
N. Matić,Nemanja Matić,CDM,Manchester United,79,36.0,67.0,75.0,73.0,80.0,73.0,11500000.0,32,194
Ander Herrera,Ander Herrera Agüera,"CM, CDM",Paris Saint-Germain,79,65.0,70.0,77.0,79.0,78.0,75.0,14500000.0,31,182
Gao Late,高拉特,"ST, RW, CAM",Guangzhou FC,79,83.0,78.0,77.0,79.0,41.0,72.0,17000000.0,30,185
Ai Kesen,艾克森,ST,Guangzhou FC,79,84.0,80.0,73.0,79.0,48.0,79.0,15000000.0,31,180
B. Mee,Ben Mee,CB,Burnley,79,62.0,42.0,58.0,63.0,81.0,78.0,12000000.0,31,180
Marcos Alonso,Marcos Alonso Mendoza,"LWB, LB",Chelsea,79,58.0,74.0,78.0,77.0,75.0,77.0,15000000.0,30,188
Mario Gaspar,Mario Gaspar Pérez Martínez,RB,Villarreal CF,79,74.0,69.0,71.0,72.0,78.0,76.0,15000000.0,30,180
L. Rodríguez,Luis Miguel Rodríguez,"ST, CF",Gimnasia y Esgrima La Plata,79,68.0,82.0,76.0,83.0,43.0,70.0,6000000.0,36,168
N. Gudelj,Nemanja Gudelj,"CDM, CM, CB",Sevilla FC,79,60.0,70.0,79.0,70.0,75.0,83.0,15000000.0,29,187
X. Shaqiri,Xherdan Shaqiri,"RW, RM",Olympique Lyonnais,79,75.0,76.0,80.0,81.0,46.0,67.0,17000000.0,29,169
Y. El Arabi,Youssef El Arabi,ST,Olympiacos CFP,79,71.0,83.0,69.0,79.0,37.0,70.0,8500000.0,34,182
L. de Jong,Luuk de Jong,ST,FC Barcelona,79,50.0,78.0,71.0,70.0,46.0,75.0,17000000.0,30,188
A. Cresswell,Aaron Cresswell,"LB, CB",West Ham United,79,70.0,60.0,75.0,76.0,77.0,68.0,12500000.0,31,175
Germán,Germán Sánchez Barahona,CB,Granada CF,79,49.0,40.0,59.0,56.0,81.0,79.0,5500000.0,34,187
B. Matuidi,Blaise Matuidi,"CDM, CM",Inter Miami CF,79,73.0,65.0,72.0,76.0,77.0,79.0,6000000.0,34,180
Rubén Peña,Rubén Peña Jiménez,"RB, RM, LB",Villarreal CF,79,80.0,70.0,72.0,78.0,75.0,68.0,15500000.0,29,170
Iniesta,Andrés Iniesta Luján,"CM, CAM",Vissel Kobe,79,51.0,69.0,84.0,84.0,59.0,57.0,5500000.0,37,171
J. Milner,James Philip Milner,"CM, LB, RB",Liverpool,79,56.0,70.0,81.0,77.0,77.0,75.0,7000000.0,35,175
F. Ribéry,Franck Bilal Ribéry,"CF, LW",US Salernitana 1919,79,69.0,73.0,81.0,85.0,30.0,53.0,6000000.0,38,170
B. Gomis,Bafétimbi Fredius Gomis,ST,Al Hilal,79,60.0,81.0,68.0,72.0,36.0,74.0,7500000.0,35,186
M. Dembélé,Mousa Sidi Yaya Dembélé,"CM, CAM, CDM",Guangzhou City,79,70.0,68.0,76.0,85.0,73.0,77.0,11000000.0,33,185
A. Candreva,Antonio Candreva,"RM, RWB",U.C. Sampdoria,79,72.0,78.0,79.0,80.0,61.0,62.0,8000000.0,34,180
Iborra,Vicente Iborra de la Fuente,"CDM, CM",Villarreal CF,79,33.0,70.0,75.0,70.0,77.0,79.0,8500000.0,33,190
M. Özil,Mesut Özil,"CAM, RW",Fenerbahçe SK,79,62.0,68.0,85.0,79.0,24.0,48.0,14000000.0,32,180
O. Giroud,Olivier Giroud,ST,AC Milan,79,39.0,80.0,70.0,71.0,42.0,77.0,8500000.0,34,193
G. Sigurðsson,Gylfi Þór Sigurðsson,"CAM, CM",Everton,79,54.0,78.0,82.0,78.0,59.0,66.0,14500000.0,31,186
Montoro,Ángel Montoro Sánchez,"CDM, CM, CAM",Granada CF,79,45.0,64.0,75.0,72.0,75.0,70.0,8500000.0,33,181
Rafael Carioca,Rafael de Souza Pereira,"CDM, CM",Tigres U.A.N.L.,79,70.0,66.0,77.0,75.0,73.0,75.0,11500000.0,32,181
M. Suárez,Matías Ezequiel Suárez,"ST, LW",River Plate,79,79.0,77.0,77.0,83.0,44.0,75.0,11000000.0,33,183
C. Wilson,Callum Wilson,ST,Newcastle United,79,80.0,78.0,66.0,78.0,41.0,77.0,17500000.0,29,180
Y. M'Vila,Yann Gérard M'Vila,"CDM, CM, CB",Olympiacos CFP,79,65.0,64.0,74.0,74.0,75.0,78.0,12500000.0,31,182
Rodrigo,Rodrigo Moreno Machado,"CAM, ST, CM",Leeds United,79,86.0,78.0,75.0,79.0,45.0,71.0,17000000.0,30,182
B. Djimsiti,Berat Djimsiti,CB,Atalanta,79,68.0,39.0,59.0,50.0,82.0,79.0,17500000.0,28,190
B. Davies,Benjamin Thomas Davies,"LB, CB",Tottenham Hotspur,79,69.0,58.0,75.0,75.0,78.0,73.0,16000000.0,28,182
T. Stepanenko,Taras Stepanenko,CDM,Shakhtar Donetsk,79,65.0,63.0,71.0,69.0,79.0,79.0,12500000.0,31,181
A. Plea,Alassane Alexandre Pléa,"ST, LW",Borussia Mönchengladbach,79,71.0,82.0,77.0,79.0,39.0,74.0,18000000.0,28,181
Manu Trigueros,Manuel Trigueros Muñoz,"CM, RM, LM",Villarreal CF,79,56.0,71.0,78.0,78.0,70.0,67.0,17000000.0,29,178
J. Lingard,Jesse Lingard,CAM,Manchester United,79,76.0,79.0,75.0,80.0,58.0,68.0,17500000.0,28,175
A. Doucouré,Abdoulaye Doucouré,"CM, CDM",Everton,79,70.0,76.0,72.0,76.0,77.0,81.0,17500000.0,28,184
De Tomás,Raúl De Tomás Gómez,ST,RCD Espanyol de Barcelona,79,75.0,82.0,68.0,81.0,35.0,68.0,23000000.0,26,180
R. Ruidíaz,Raúl Mario Ruidíaz Misitich,ST,Seattle Sounders FC,79,84.0,80.0,66.0,78.0,32.0,67.0,17000000.0,30,169
J. Hofmann,Jonas Hofmann,"CM, RM, LM",Borussia Mönchengladbach,79,75.0,72.0,80.0,79.0,57.0,66.0,17500000.0,28,176
J. Quintero,Juan Fernando Quintero Paniagua,CAM,Shenzhen FC,79,73.0,76.0,81.0,83.0,39.0,51.0,17500000.0,28,169
K. Mbabu,Melingo Kevin Mbabu,RB,VfL Wolfsburg,79,88.0,51.0,69.0,73.0,74.0,80.0,21000000.0,26,184
C. Mbemba,Chancel Mbemba Mangulu,CB,FC Porto,79,72.0,53.0,56.0,65.0,80.0,78.0,20500000.0,26,182
A. Oxlade-Chamberlain,Alex Oxlade-Chamberlain,CM,Liverpool,79,81.0,74.0,77.0,82.0,67.0,74.0,18500000.0,27,175
Rubén García,Rubén García Santos,"LM, ST, RM",CA Osasuna,79,80.0,76.0,79.0,79.0,45.0,58.0,18500000.0,27,171
B. Mendy,Benjamin Mendy,LB,Manchester City,79,74.0,54.0,76.0,76.0,75.0,76.0,19000000.0,26,185
C. Günter,Christian Günter,"LB, LM, LWB",Sport-Club Freiburg,79,83.0,55.0,70.0,70.0,74.0,81.0,16000000.0,28,184
S. Arias,Santiago Arias Naranjo,RB,Granada CF,79,77.0,53.0,70.0,76.0,77.0,74.0,15500000.0,29,178
Sergi Darder,Sergi Darder Moll,"CM, CDM",RCD Espanyol de Barcelona,79,66.0,75.0,78.0,79.0,71.0,71.0,20000000.0,27,180
Lucas Pérez,Lucas Pérez Martínez,ST,Elche CF,79,79.0,82.0,75.0,77.0,32.0,69.0,14000000.0,32,180
C. Kramer,Christoph Kramer,CDM,Borussia Mönchengladbach,79,44.0,50.0,70.0,73.0,78.0,75.0,14500000.0,30,191
G. Xhaka,Granit Xhaka,"CDM, CM",Arsenal,79,50.0,64.0,79.0,69.0,69.0,80.0,15500000.0,28,185
Cristian Tello,Cristian Tello Herrera,"LM, RM",Real Betis Balompié,79,89.0,75.0,74.0,80.0,48.0,62.0,17000000.0,29,178
C. Coady,Conor Coady,CB,Wolverhampton Wanderers,79,47.0,58.0,75.0,67.0,79.0,75.0,17500000.0,28,186
Deulofeu,Gerard Deulofeu Lázaro,"LM, CF",Udinese Calcio,79,88.0,73.0,73.0,83.0,30.0,64.0,18500000.0,27,177
G. Kondogbia,Geoffrey Edwin Kondogbia,"CM, CDM",Atlético de Madrid,79,68.0,74.0,75.0,77.0,78.0,89.0,17500000.0,28,188
W. Boly,Willy-Arnaud Zobo Boly,CB,Wolverhampton Wanderers,79,62.0,36.0,64.0,65.0,79.0,83.0,14500000.0,30,195
K. Bellarabi,Karim Bellarabi,"RW, RM",Bayer 04 Leverkusen,79,85.0,76.0,71.0,81.0,34.0,72.0,14500000.0,31,184
Álvaro,Álvaro González Soberón,CB,Olympique de Marseille,79,64.0,33.0,59.0,58.0,80.0,82.0,12000000.0,31,182
A. Carrillo,André Martín Carrillo Díaz,RM,Al Hilal,79,87.0,75.0,73.0,82.0,38.0,70.0,17000000.0,30,182
D. Klaassen,Davy Klaassen,"CAM, CM",Ajax,79,71.0,80.0,73.0,76.0,72.0,78.0,17500000.0,28,179
D. D'Ambrosio,Danilo D'Ambrosio,"CB, RB",Inter,79,70.0,56.0,67.0,71.0,80.0,79.0,11500000.0,32,180
David García,David García Zubiría,CB,CA Osasuna,78,53.0,37.0,64.0,64.0,78.0,75.0,16000000.0,27,185
R. Bentancur,Rodrigo Bentancur Colmán,CM,Juventus,78,73.0,62.0,79.0,80.0,75.0,76.0,21000000.0,24,187
G. Rodríguez,Guido Rodríguez,"CDM, CM",Real Betis Balompié,78,54.0,56.0,66.0,66.0,80.0,77.0,15000000.0,26,185
A. Diallo,Abdou Diallo,"CB, LB",Paris Saint-Germain,78,74.0,39.0,71.0,76.0,78.0,77.0,17500000.0,25,187
K. Iheanacho,Kelechi Promise Iheanacho,"ST, CF",Leicester City,78,74.0,80.0,70.0,77.0,38.0,71.0,20500000.0,24,185
D. Ćaleta-Car,Duje Ćaleta-Car,CB,Olympique de Marseille,78,59.0,39.0,60.0,62.0,79.0,82.0,19000000.0,24,192
Daniel Podence,Daniel Castelo Podence,"LW, RW, CAM",Wolverhampton Wanderers,78,90.0,65.0,71.0,85.0,33.0,50.0,18500000.0,25,165
A. Fulgini,Angelo Fulgini,"CAM, CM, RM",Angers SCO,78,74.0,70.0,74.0,81.0,68.0,73.0,20000000.0,24,183
Gelson Martins,Gelson Dany Batalha Martins,"RM, LM, RW",AS Monaco,78,93.0,71.0,70.0,83.0,51.0,61.0,16500000.0,26,173
M. Cash,Matty Cash,RB,Aston Villa,78,81.0,63.0,68.0,73.0,72.0,66.0,20000000.0,23,179
Wellington Sabrão,Wellingt. Edson Sabrão Rolim,"RB, LB",Flamengo,78,92.0,56.0,68.0,73.0,72.0,69.0,7500000.0,33,169
E. Konsa,Ezri Konsa Ngoyo,"CB, RB",Aston Villa,78,77.0,39.0,62.0,71.0,79.0,75.0,20000000.0,23,183
Nuno Santos,Nuno Miguel Gomes dos Santos,"LW, RW",Sporting CP,78,81.0,75.0,75.0,80.0,43.0,67.0,16500000.0,26,176
F. Grillitsch,Florian Grillitsch,"CM, CDM, CB",TSG Hoffenheim,78,69.0,60.0,77.0,78.0,72.0,66.0,18500000.0,25,187
D. Calabria,Davide Calabria,RB,AC Milan,78,77.0,50.0,67.0,73.0,76.0,72.0,18000000.0,24,177
