name,long_name,positions,club,overall,pace,shooting,passing,dribbling,defending,physic,value_eur,age,height_cm
João Pedro,João Pedro Junqueira de Jesus,"ST,CAM",Brighton & Hove Albion,79,83,78,72,81,37,70,27500000,22,188
K. Aktürkoğlu,Kerem Aktürkoğlu,"LW,LM",SL Benfica,79,86,74,73,80,35,56,21000000,25,173
Kaku,Alejandro Romero Gamarra,"CAM,CM,RM",Al Ain,79,81,73,81,80,52,64,17000000,29,171
L. Colwill,Levi Colwill,CB,Chelsea FC,79,70,40,72,70,80,80,24500000,21,187
L. Cook,Lewis Cook,CDM,AFC Bournemouth,79,69,63,76,78,75,72,18000000,27,175
L. Ferguson,Lewis Ferguson,"CM,CAM,CDM",Bologna FC,79,73,78,75,79,73,80,25000000,24,181
L. Geertruida,Lutsharel Geertruida,"CB,RB,LB",RB Leipzig,79,75,59,70,76,79,78,22500000,23,185
L. Hall,Lewis Hall,LB,Newcastle United,79,77,62,79,79,74,63,25000000,19,179
L. Klostermann,Lukas Klostermann,"CB,RB",RB Leipzig,79,81,50,65,70,81,76,16500000,28,189
L. Krejčí,Ladislav Krejčí,"CB,CDM",Girona FC,79,75,68,69,70,77,86,22000000,25,191
L. Zelarayán,Lucas Zelarayán,"CAM,ST",Belgrano de Córdoba,79,74,76,77,81,46,67,14000000,32,172
Lee Kang In,Kang In Lee,"RW,CM",Paris Saint-Germain,79,73,75,80,82,50,66,26500000,23,173
Lucas Paquetá,Lucas Tolentino Coelho de Lima,"CM,LM,CAM",West Ham United,79,72,77,78,84,69,78,19000000,26,180
Lucas Vázquez,Lucas Vázquez Iglesias,RB,Real Madrid,79,80,74,80,81,71,68,9000000,33,173
Luimo Boas Santos,Luan Vágner Boas Macedo,ST,Bahia,79,83,79,65,81,28,64,20500000,24,176
Luis Milla,Luis Milla Manzanares,"CM,CDM",Getafe CF,79,70,72,80,76,75,73,17000000,29,175
M. Acuña,Marcos Acuña,"LB,LM",River Plate,79,77,68,77,81,74,80,12000000,32,172
M. Arnautović,Marko Arnautović,ST,Inter Milan,79,67,79,78,79,43,78,7500000,35,192
M. Beier,Maximilian Beier,"ST,RM,RW",Borussia Dortmund,79,87,79,67,80,41,62,27500000,21,185
M. Cash,Matty Cash,RB,Aston Villa,79,78,66,71,75,75,76,17500000,26,185
M. Damsgaard,Mikkel Damsgaard,"CM,CAM",Brentford,79,73,70,80,80,66,67,24000000,23,180
M. Lacroix,Maxence Lacroix,CB,Crystal Palace,79,88,41,57,67,78,81,24000000,24,190
M. Lazzari,Manuel Lazzari,RB,SS Lazio,79,93,62,75,81,70,66,15000000,30,174
M. Lemina,Mario Lemina,"CDM,CM",Galatasaray SK,79,80,67,75,76,77,83,14500000,30,184
M. O'Riley,Matt O'Riley,"CM,CAM,CDM",Brighton & Hove Albion,79,69,77,80,77,67,78,27500000,23,188
M. Taremi,Mehdi Taremi,ST,Inter Milan,79,76,78,74,78,38,73,15000000,31,187
M. Terrier,Martin Terrier,"ST,LM",Bayer 04 Leverkusen,79,82,79,75,79,36,72,19000000,27,184
M. Thiaw,Malick Thiaw,CB,AC Milan,79,73,47,69,73,79,78,25500000,22,194
M. Tillman,Malik Tillman,"CAM,LW,CM",PSV,79,81,72,76,82,65,75,35500000,22,187
Mingueza,Óscar Mingueza García,"RB,RM,LM",RC Celta,79,80,66,77,77,76,76,21500000,25,184
Moleiro,Alberto Moleiro González,"LM,CAM,LW",UD Las Palmas,79,85,70,75,82,51,65,35000000,20,171
Muniain,Iker Muniain Goñi,"CAM,LM",San Lorenzo de Almagro,79,75,73,78,83,51,58,14500000,31,170
N. Amiri,Nadiem Amiri,"CM,CAM",1. FSV Mainz 05,79,67,75,80,82,63,71,18500000,27,180
N. Füllkrug,Niclas Füllkrug,ST,West Ham United,79,58,82,71,74,43,79,15000000,31,188
N. Gonzalez,Nico Gonzalez,"RW,RM,LW",Juventus FC,79,83,75,73,82,45,62,19000000,26,180
N. Lang,Noa Lang,LW,PSV,79,83,77,72,84,50,70,23000000,25,179
N. Madueke,Noni Madueke,RM,Chelsea FC,79,90,75,73,83,40,71,27000000,22,182
N. Matić,Nemanja Matić,"CDM,CM",Olympique Lyonnais,79,35,66,75,74,77,78,4900000,35,194
N. Mukiele,Nordi Mukiele,"RB,CB,RM",Bayer 04 Leverkusen,79,77,49,67,71,80,80,19000000,26,187
N. Pépé,Nicolas Pépé,"RM,ST,RW",Villarreal CF,79,87,77,75,81,36,68,17000000,29,183
N. Rovella,Nicolò Rovella,"CM,CDM",SS Lazio,79,78,63,78,79,77,76,35500000,22,179
N. Vlašić,Nikola Vlašić,"CAM,CM",Torino FC,79,75,76,76,82,57,72,20500000,26,179
Nico González,Nicolás González Iglesias,"CDM,CM",Manchester City,79,70,70,77,77,74,82,26000000,22,188
Nuno Santos,Nuno Miguel Gomes dos Santos,"LM,LB,LW",Sporting CP,79,79,81,76,79,69,74,17000000,29,177
O. Boscagli,Olivier Boscagli,CB,PSV,79,64,50,77,77,78,75,19000000,26,181
O. Diomande,Ousmane Diomande,CB,Sporting CP,79,80,26,53,72,78,83,32000000,20,190
P. Estupiñán,Pervis Estupiñán,LB,Brighton & Hove Albion,79,78,57,76,79,75,75,19000000,26,175
P. Groß,Pascal Groß,"CDM,CM,RB",Borussia Dortmund,79,45,75,84,78,71,74,8500000,33,181
P. Kalulu,Pierre Kalulu,"CB,RB",Juventus FC,79,79,53,68,70,80,75,25000000,24,182
P. Lees-Melou,Pierre Lees-Melou,"CDM,CM",Stade Brestois 29,79,62,72,78,77,73,76,12500000,31,186
P. Lienhart,Philipp Lienhart,CB,SC Freiburg,79,69,28,59,64,81,75,17500000,27,189
Pablo Barrios,Pablo Barrios Rivas,"CM,CDM",Atlético Madrid,79,80,70,73,80,71,70,28000000,21,181
Pablo Maffeo,Pablo Maffeo Becerra,"RB,LB",RCD Mallorca,79,82,52,70,79,76,70,19000000,26,172
Pedro Neto,Pedro Lomba Neto,"RM,LM,ST",Chelsea FC,79,91,75,73,83,40,67,24000000,24,174
Pepelu,Jose Luís García Vayá,"CM,CDM",Valencia CF,79,68,70,79,76,74,78,23000000,25,186
R. Aït-Nouri,Rayan Aït-Nouri,"LB,LM",Wolverhampton Wanderers,79,84,53,75,84,73,70,26000000,23,180
R. Bensebaini,Ramy Bensebaini,"LB,CB",Borussia Dortmund,79,73,70,70,77,79,78,15500000,29,187
R. Cherki,Rayan Cherki,"RM,CAM,RW",Olympique Lyonnais,79,75,71,79,86,21,65,38500000,20,177
R. Gosens,Robin Gosens,"LB,LM",Fiorentina,79,72,74,73,75,76,80,15500000,29,183
R. Saïss,Romain Saïss,CB,,79,58,58,71,67,79,81,0,34,190
Raíllo,Antonio José Raíllo Arenas,CB,RCD Mallorca,79,41,36,56,57,80,84,11500000,32,187
Richarlison,Richarlison de Andrade,"ST,LM",Tottenham Hotspur,79,77,78,73,80,53,77,19000000,27,184
Roberto Firmino,Roberto Firmino Barbosa de Oliveira,"CAM,ST",Al Ahli SFC,79,65,74,78,84,56,74,14000000,32,181
S. Amrabat,Sofyan Amrabat,"CDM,CM,CB",Fenerbahçe SK,79,61,70,74,74,75,82,16500000,27,183
S. Berge,Sander Berge,"CDM,CM",Fulham FC,79,56,65,74,72,75,85,18500000,26,195
S. Bergwijn,Steven Bergwijn,"LM,LW",Al Ittihad,79,80,76,74,82,41,70,19000000,26,171
S. El Shaarawy,Stephan El Shaarawy,"LM,LW,CAM",AS Roma,79,80,75,76,83,49,61,14500000,31,178
S. Giménez,Santiago Giménez,ST,AC Milan,79,79,80,70,77,46,75,27000000,23,183
S. Posch,Stefan Posch,"RB,CB",Atalanta BC,79,75,55,68,65,80,75,17000000,27,190
S. Rahimi,Soufiane Rahimi,"LM,LW,ST",Al Ain,79,85,77,73,78,38,66,17500000,28,181
S. Szymański,Sebastian Szymański,"CAM,CM",Fenerbahçe SK,79,79,76,79,77,60,68,23000000,25,174
Samuel Lino,Samuel Dias Lino,LM,Atlético Madrid,79,82,71,73,81,52,68,24000000,24,170
Sergi Cardona,Sergi Cardona Bermúdez,LB,Villarreal CF,79,82,56,71,75,75,76,24500000,24,185
Sergi Roberto,Sergio Roberto Carnicer,"RB,CM,CDM",Como,79,74,63,79,77,75,73,12000000,32,178
Suso,Jesús Joaquín Fernández Sáez,"RM,CAM,CM",Sevilla FC,79,72,76,80,81,32,51,17000000,30,177
T. Almada,Thiago Almada,CAM,Olympique Lyonnais,79,79,74,78,84,51,58,27500000,23,171
T. Kehrer,Thilo Kehrer,CB,AS Monaco,79,71,44,66,66,80,77,18500000,27,186
T. Souček,Tomáš Souček,"CDM,CM",West Ham United,79,50,72,71,68,81,83,15000000,29,192
V. Muriqi,Vedat Muriqi,ST,RCD Mallorca,79,53,81,63,72,29,82,17000000,30,194
V. Rongier,Valentin Rongier,"CDM,CM",Olympique de Marseille,79,66,66,75,78,74,78,15000000,29,172
W. Endo,Wataru Endo,"CDM,CM",Liverpool FC,79,59,68,71,77,79,75,12500000,31,178
W. Fofana,Wesley Fofana,CB,Chelsea FC,79,77,40,60,71,81,77,24000000,23,185
Y. Bissouma,Yves Bissouma,"CDM,CM",Tottenham Hotspur,79,71,67,75,79,76,75,18000000,27,182
Yeremy Pino,Yeremy Jesús Pino Santos,"LM,RM,LW",Villarreal CF,79,77,72,76,80,38,54,39500000,21,172
Yuri Berchiche,Yuri Berchiche Izeta,LB,Athletic Club,79,79,68,74,75,77,83,6500000,34,181
Zubeldia,Igor Zubeldia Elorza,CB,Real Sociedad,79,78,63,74,73,79,82,18500000,27,181
İ. Kahveci,İrfan Can Kahveci,"RW,CAM,CM",Fenerbahçe SK,79,74,78,81,80,58,66,17500000,28,176
A. Adli,Amine Adli,"ST,LM,CAM",Bayer 04 Leverkusen,78,83,76,70,82,42,73,20500000,24,174
A. Afif,Akram Afif,"LM,LW",,78,87,75,72,79,32,55,0,27,176
A. Danjuma,Arnaut Danjuma,"LM,ST",Girona FC,78,87,74,74,79,44,69,15000000,27,178
A. Djiku,Alexander Djiku,"CB,CDM",Fenerbahçe SK,78,74,44,67,69,78,81,12000000,29,182
A. El Mahdioui,Aschraf El Mahdioui,"CDM,CM",Al Taawoun FC,78,65,55,74,73,70,75,12500000,28,182
A. Gouiri,Amine Gouiri,ST,Olympique de Marseille,78,77,81,76,80,45,70,21500000,24,181
A. Haidara,Amadou Haidara,"CM,CDM",RB Leipzig,78,66,70,77,80,73,70,16500000,26,178
A. Hamdallah,Abderrazak Hamdallah,"ST,CAM",Al Shabab,78,61,79,70,75,31,79,9000000,33,179
A. Johnston,Alistair Johnston,RB,Celtic FC,78,80,59,73,72,73,80,17000000,25,180
A. Pavlović,Aleksandar Pavlović,CDM,Bayern München,78,69,63,79,76,75,66,29000000,20,188
A. Plea,Alassane Plea,"CAM,ST,LM",Borussia Mönchengladbach,78,66,78,79,79,39,71,11500000,31,181
A. Saelemaekers,Alexis Saelemaekers,"RM,LM",AS Roma,78,80,67,75,81,66,65,17500000,25,180
A. Sánchez,Alexis Sánchez,ST,Udinese Calcio,78,70,79,79,83,48,66,6000000,35,169
A. Vega,Alexis Vega,"LW,ST,LM",,78,80,78,75,80,32,73,0,26,173
A. Živković,Andrija Živković,"RM,RW,LW",PAOK,78,82,74,74,81,57,66,15000000,27,169
Albertinho Dutra,Alberto Marcelo Dutra Cirino,"LW,LM",São Paulo,78,81,72,81,80,23,50,14000000,28,175
Alexsandro,Alexsandro de Souza Ribeiro,CB,Lille OSC,78,67,33,52,54,78,80,18000000,24,191
Ander Herrera,Ander Herrera Agüera,"CDM,CM",Boca Juniors,78,59,71,76,77,77,74,4800000,34,182
Andrey Santos,Andrey N. dos Santos,"CM,CDM",RC Strasbourg Alsace,78,75,68,72,77,76,79,30500000,20,180
Angeliño,José Ángel Esmoris Tasende,"LB,LM",AS Roma,78,63,70,81,82,74,70,13500000,27,171
Antony,Antony Matheus dos Santos,"RM,RW",Real Betis Balompié,78,84,74,73,83,43,69,19000000,24,172
António Silva,António João Tavares Silva,CB,SL Benfica,78,80,37,64,69,78,80,29000000,20,187
Aritz Elustondo,Aritz Elustondo,"CB,RB",Real Sociedad,78,64,39,63,61,78,77,11500000,30,180
Arturo Inálcio,Arturo Adolfo Inálcio Dutra,"CM,CAM",Flamengo,78,83,72,75,78,52,48,16000000,24,170
B. Brobbey,Brian Brobbey,ST,Ajax,78,84,74,56,73,30,80,23000000,22,180
B. Chardonnet,Brendan Chardonnet,CB,Stade Brestois 29,78,48,46,54,61,80,76,12000000,29,181
B. Chilwell,Ben Chilwell,LB,Crystal Palace,78,75,60,77,76,75,70,13500000,27,180
B. Diakité,Bafodé Diakité,"CB,RB",Lille OSC,78,73,46,64,70,78,79,19000000,23,184
B. Heynen,Bryan Heynen,"CDM,CM",KRC Genk,78,62,73,75,76,73,77,13000000,27,183
Beñat Prados,Beñat Prados Díaz,"CDM,CM,CB",Athletic Club,78,70,61,72,75,76,77,20500000,23,180
Borja Mayoral,Borja Mayoral Moya,ST,Getafe CF,78,69,80,71,76,39,67,15000000,27,182
C. Arango,Cristian Arango,"ST,CAM",San Jose Earthquakes,78,75,79,71,77,36,74,14000000,29,178
C. Bassey,Calvin Bassey,CB,Fulham FC,78,82,44,62,68,77,87,17000000,24,185
C. Baumgartner,Christoph Baumgartner,"CAM,ST,CM",RB Leipzig,78,77,73,73,80,47,60,19000000,24,180
C. Biraghi,Cristiano Biraghi,LB,Torino FC,78,72,69,78,76,76,72,10000000,31,185
C. Carter-Vickers,Cameron Carter-Vickers,CB,Celtic FC,78,78,33,59,70,77,84,16500000,26,183
C. Doucouré,Cheick Doucouré,"CDM,CM",Crystal Palace,78,62,57,70,75,75,75,17500000,24,180
C. Ejuke,Chidera Ejuke,"LM,RM,LW",Sevilla FC,78,92,69,71,82,37,64,15500000,26,176
C. Führich,Chris Führich,"LM,LW,CAM",VfB Stuttgart,78,83,69,71,84,51,58,15500000,26,181
C. Günter,Christian Günter,"LB,LM",SC Freiburg,78,80,60,70,71,74,82,10000000,31,184
C. Hudson-Odoi,Callum Hudson-Odoi,LM,Nottingham Forest,78,82,73,74,81,50,63,20000000,23,182
C. Lenglet,Clément Lenglet,CB,Atlético Madrid,78,56,45,69,64,80,74,12000000,29,186
C. Nørgaard,Christian Nørgaard,"CDM,CM",Brentford,78,52,63,72,70,78,78,12000000,30,187
Chiquinho,Francisco L. Lima Silva Machado,"CM,CAM,RM",Olympiacos FC,78,74,75,78,78,66,70,14000000,28,175
D. Doekhi,Danilho Doekhi,CB,1. FC Union Berlin,78,58,42,59,65,78,80,15500000,26,190
D. Huijsen,Dean Huijsen,CB,AFC Bournemouth,78,72,49,65,68,79,75,28500000,19,197
D. Maeda,Daizen Maeda,"LW,ST,RW",Celtic FC,78,93,78,69,76,65,79,15500000,26,173
D. McNeil,Dwight McNeil,"LM,CAM",Everton FC,78,68,74,78,78,55,68,19000000,24,183
D. Spence,Djed Spence,"RB,LB",Tottenham Hotspur,78,88,44,71,79,74,72,18500000,23,184
Daniel Bragança,Daniel Santos Bragança,"CM,CDM,CAM",Sporting CP,78,80,72,77,80,67,62,18500000,25,178
De Frutos,Jorge de Frutos Sebastián,"RM,LM",Rayo Vallecano,78,84,74,74,78,41,64,15000000,27,173
Diego López,Diego López Noguerol,"RM,LM,ST",Valencia CF,78,83,75,72,77,37,62,31500000,22,172
Diego Rico,Diego Rico Salguero,LB,Getafe CF,78,73,57,78,73,77,77,10000000,31,183
E. Guessand,Evann Guessand,"RW,ST",OGC Nice,78,83,76,69,77,28,75,21000000,23,188
E. Lamela,Erik Lamela,"RW,CAM",AEK Athens,78,76,76,78,80,54,73,11000000,32,184
E. Millot,Enzo Millot,"CAM,CM",VfB Stuttgart,78,75,70,75,83,61,58,22500000,21,174
E. Álvarez,Edson Álvarez,"CDM,CM",West Ham United,78,66,58,69,72,78,81,15000000,26,187
Emerson,Emerson Palmieri dos Santos,"LB,LM",West Ham United,78,79,63,75,78,73,65,12500000,29,176
Eric García,Eric García Martret,"CB,RB,CDM",FC Barcelona,78,66,48,70,70,80,73,19000000,23,182
Evander,Evander da Silva Ferreira,"CAM,CM",FC Cincinnati,78,72,77,77,81,66,69,16500000,26,178
F. Boyomo,Flavien-Enzo Boyomo,"CB,RB",CA Osasuna,78,76,38,51,50,79,81,26500000,22,181
F. Lejeune,Florian Lejeune,CB,Rayo Vallecano,78,54,61,67,65,78,78,6500000,33,189
Fermín,Fermín López Marín,"CAM,CM,LW",FC Barcelona,78,74,73,74,80,62,54,31500000,21,174
Fran Beltrán,Francisco José Beltrán Peinado,"CDM,CM",RC Celta,78,58,60,76,76,76,68,17000000,25,165
Fredditinho,Fred Claudinei Tófoli Vilela,ST,Palmeiras,78,73,80,63,74,39,77,11500000,32,188
Fábio Silva,Fábio Daniel Soares Silva,"ST,LW",UD Las Palmas,78,82,76,63,78,32,80,29000000,21,185
G. Bonaventura,Giacomo Bonaventura,"CAM,CM",Al Shabab,78,64,77,79,80,70,64,6500000,34,180
G. Laborde,Gaëtan Laborde,"ST,RW",OGC Nice,78,70,78,76,78,40,78,14000000,30,181
G. Raspadori,Giacomo Raspadori,"CAM,ST,LW",SSC Napoli,78,79,76,69,83,28,56,21000000,24,172
G. Rodríguez,Guido Rodríguez,"CDM,CM",West Ham United,78,49,58,70,69,77,78,12000000,30,185
G. Rutter,Georginio Rutter,"CAM,ST",Brighton & Hove Albion,78,81,75,75,80,58,77,22500000,22,182
G. Scalvini,Giorgio Scalvini,CB,Atalanta BC,78,55,35,57,61,80,73,29000000,20,194
G. Simeone,Giuliano Simeone,"RM,ST,LM",Atlético Madrid,78,92,72,68,79,41,80,22500000,21,173
Gabriel Paulista,Gabriel Armando de Abreu,CB,Beşiktaş JK,78,68,49,66,63,79,76,6500000,33,185
Gelson Martins,Gelson Dany Batalha Martins,"RM,LM,RW",Olympiacos FC,78,87,70,71,83,51,55,14000000,29,170
Gerson Armão,Gérson Adriano Gutierres Serra,"LB,LM",Internacional,78,79,67,71,71,74,79,15000000,24,186
Guilson Paiva,G. Pierre Paiva Souza,"RM,RW",Flamengo,78,83,69,75,78,42,69,14000000,28,173
H. Elliott,Harvey Elliott,"CAM,CM,RW",Liverpool FC,78,74,71,77,81,53,50,31500000,21,168
H. Ito,Hiroki Ito,"CB,LB",Bayern München,78,74,57,71,72,80,73,17500000,25,188
H. Lozano,Hirving Lozano,"RW,LW",,78,88,75,71,80,41,58,0,28,176
I. Hien,Isak Hien,CB,Atalanta BC,78,70,37,49,56,79,77,18500000,25,191
I. Perišić,Ivan Perišić,"LW,RW",PSV,78,75,77,80,78,70,73,6000000,35,186
I. Saibari,Ismael Saibari,"CAM,CM",PSV,78,75,74,73,81,50,76,21500000,22,185
I. Zabarnyi,Illia Zabarnyi,CB,AFC Bournemouth,78,77,37,62,61,79,78,19500000,21,189
Igor Paixão,Igor Guilherme Barbosa da Paixão,"LW,CAM",Feyenoord,78,85,76,73,80,32,66,22000000,24,168
Iván Martín,Iván Martín Núñez,"CM,CDM,CAM",Girona FC,78,75,71,79,79,69,63,18500000,25,178
J. Bakayoko,Johan Bakayoko,"RW,RM",PSV,78,86,73,70,81,33,64,31500000,21,179
J. Cuadrado,Juan Cuadrado,"RM,RB,RW",Atalanta BC,78,82,73,77,82,73,66,4600000,36,179
J. Foyth,Juan Foyth,"RB,CB",Villarreal CF,78,69,46,71,71,79,76,15000000,26,187
J. Gittens,Jamie Gittens,"LM,LW",Borussia Dortmund,78,93,73,66,84,27,58,27500000,19,179
J. Ito,Junya Ito,"RM,RW",Stade de Reims,78,87,69,74,79,58,68,11500000,31,176
J. Larsen,Jørgen Strand Larsen,ST,Wolverhampton Wanderers,78,77,76,62,71,32,83,21500000,24,194
J. Ramsey,Jacob Ramsey,LM,Aston Villa,78,79,75,73,80,68,74,20000000,23,180
J. Stanišić,Josip Stanišić,"RB,CB",Bayern München,78,71,44,65,69,79,74,18500000,24,187
J. Veltman,Joël Veltman,RB,Brighton & Hove Albion,78,63,49,68,71,81,77,9500000,32,184
J. Veretout,Jordan Veretout,"CM,CDM",Olympique Lyonnais,78,73,75,77,76,74,79,11500000,31,177
J. Ward-Prowse,James Ward-Prowse,"CM,CDM,CAM",West Ham United,78,44,74,85,74,66,70,13500000,29,173
J. Weigl,Julian Weigl,"CDM,CM",Borussia Mönchengladbach,78,54,64,75,73,73,73,12500000,28,186
J. Wind,Jonas Wind,"ST,CAM",VfL Wolfsburg,78,48,79,72,77,37,78,19000000,25,190
J. van Hecke,Jan Paul van Hecke,CB,Brighton & Hove Albion,78,69,45,69,68,78,77,18000000,24,189
Jason Bardeira,Jason Bardeira Cunha,ST,Corinthians,78,73,82,62,70,31,75,16500000,24,187
Jonatão Praz,Jonathan Prazeres Conradi,LW,Flamengo,78,78,69,77,79,45,54,16000000,24,172
João Gomes,João Victor Gomes da Silva,"CDM,CM",Wolverhampton Wanderers,78,70,68,72,74,76,75,19500000,23,176
K. Kampl,Kevin Kampl,"CM,CDM",RB Leipzig,78,52,66,80,81,64,59,8500000,33,178
K. Koné,Kouadio Manu Koné,"CM,CDM",AS Roma,78,74,73,74,82,73,81,22000000,23,185
K. Taylor,Kenneth Taylor,"CM,CAM",Ajax,78,75,77,78,78,67,73,22500000,22,182
K. Tete,Kenny Tete,RB,Fulham FC,78,77,47,67,70,77,79,12500000,28,180
K. Tierney,Kieran Tierney,LB,Arsenal FC,78,80,60,75,77,75,74,13500000,27,180
K. Tsimikas,Konstantinos Tsimikas,LB,Liverpool FC,78,80,57,76,75,73,78,12500000,28,179
L. Badé,Loïc Badé,CB,Sevilla FC,78,63,45,56,65,78,78,20000000,24,191
L. Chávez,Luis Chávez,"CM,CDM",,78,83,72,78,78,71,69,0,28,178
L. Haraslín,Lukáš Haraslín,"LW,RW,ST",Sparta Praha,78,80,74,73,81,40,59,14000000,28,182
L. Jović,Luka Jović,ST,AC Milan,78,75,78,68,78,30,72,17000000,26,181
L. Majer,Lovro Majer,"CM,CAM",VfL Wolfsburg,78,62,73,80,83,60,71,16500000,26,178
L. Paredes,Leandro Paredes,"CM,CDM",AS Roma,78,62,65,83,78,71,77,13500000,30,180
L. Provod,Lukáš Provod,"CAM,CM,LM",SK Slavia Praha,78,76,75,78,78,64,82,15000000,27,191
L. Spinazzola,Leonardo Spinazzola,"LM,LB",SSC Napoli,78,86,65,74,79,76,69,11500000,31,186
L. Yoro,Leny Yoro,CB,Manchester United,78,73,41,60,63,79,73,27500000,18,190
M. Akliouche,Maghnes Akliouche,"RM,CAM",AS Monaco,78,74,69,76,82,48,62,31500000,22,183
M. Arambarri,Mauro Arambarri,"CDM,CM",Getafe CF,78,62,71,72,74,77,79,12500000,28,175
M. Bard,Melvin Bard,"LB,LM,CB",OGC Nice,78,78,52,69,74,75,76,18500000,23,173
M. Baturina,Martin Baturina,"CAM,CM",GNK Dinamo Zagreb,78,77,71,78,83,59,66,21500000,21,172
M. Camara,Mahdi Camara,"CM,CAM",Stade Brestois 29,78,74,68,74,77,77,76,17500000,26,178
M. Gabbia,Matteo Gabbia,CB,AC Milan,78,51,35,52,60,81,76,20000000,24,185
M. Livaja,Marko Livaja,"ST,CAM",Hajduk Split,78,63,79,75,78,42,81,14000000,30,182
M. Moreno,Marcelino Moreno,"CAM,LM,ST",Lanús,78,86,73,75,81,53,61,14000000,29,168
M. Pessina,Matteo Pessina,"CM,CDM,CAM",Monza,78,68,70,76,77,72,71,15000000,27,187
M. Senesi,Marcos Senesi,CB,AFC Bournemouth,78,57,42,70,72,79,77,14000000,27,185
M. Shaparenko,Mykola Shaparenko,"CM,CAM,CDM",Dynamo Kyiv,78,79,71,79,79,68,71,16500000,25,178
M. Svanberg,Mattias Svanberg,"CM,CDM",VfL Wolfsburg,78,81,70,76,78,66,73,18500000,25,185
M. Uribe,Mateus Uribe,"CM,CDM",Atlético Nacional,78,72,76,75,78,77,75,8500000,33,182
M. Vecino,Matías Vecino,"CM,CDM",SS Lazio,78,58,73,75,76,79,79,11000000,32,187
M. Wieffer,Mats Wieffer,"CDM,CM",Brighton & Hove Albion,78,70,66,74,74,76,80,18500000,24,188
Marc Bartra,Marc Bartra Aregall,CB,Real Betis Balompié,78,68,61,71,72,79,75,6500000,33,184
Marc Roca,Marc Roca Junqué,"CDM,CM",Real Betis Balompié,78,61,66,75,74,75,75,14500000,27,184
Marcos Alonso,Marcos Alonso Mendoza,"CB,LB",RC Celta,78,61,74,80,75,77,76,6500000,33,188
Marcos Leonardo,Marcos Leonardo Santos Almeida,"ST,CAM",Al Hilal,78,75,78,63,75,27,67,32000000,21,175
Mario Gila,Mario Gila Fuentes,CB,SS Lazio,78,85,53,67,75,79,75,26000000,23,185
Matheus Nunes,Matheus Luiz Nunes,"RB,CM",Manchester City,78,83,70,76,80,73,76,16000000,25,184
Moi Gómez,Moisés Gómez Bordonado,"CM,LM,RM",CA Osasuna,78,66,75,80,78,61,61,13500000,30,176
Moncayola,Jon Moncayola Tollar,"CM,CDM,RB",CA Osasuna,78,64,67,75,78,73,70,16500000,26,182
N. Collins,Nathan Collins,CB,Brentford,78,62,31,58,63,79,79,18000000,23,193
N. Domínguez,Nicolás Domínguez,"CDM,CM",Nottingham Forest,78,69,65,72,76,74,77,15000000,26,179
N. Gudelj,Nemanja Gudelj,"CB,CDM",Sevilla FC,78,54,73,79,69,77,85,9000000,32,187
N. Kühn,Nicolas Kühn,"RW,RM",Celtic FC,78,90,74,71,81,46,71,19000000,24,176
N. Tagliafico,Nicolás Tagliafico,LB,Olympique Lyonnais,78,71,56,70,76,77,76,10000000,31,172
N. Tella,Nathan Tella,"RM,ST,LM",Bayer 04 Leverkusen,78,86,75,71,80,46,60,19000000,24,173
N. Williams,Neco Williams,"LB,RB",Nottingham Forest,78,74,49,71,74,76,70,18000000,23,183
O. Alderete,Omar Alderete,CB,Getafe CF,78,63,61,62,69,79,79,14000000,27,188
O. Dorley,Oscar Dorley,"CDM,CM",SK Slavia Praha,78,78,57,76,79,75,72,17000000,25,174
O. Zinchenko,Oleksandr Zinchenko,LB,Arsenal FC,78,66,66,81,80,76,69,13500000,27,175
O. Zubkov,Oleksandr Zubkov,"RM,CAM,LM",Trabzonspor,78,83,74,74,78,28,64,15000000,27,182
P. Kimpembe,Presnel Kimpembe,CB,Paris Saint-Germain,78,67,43,65,67,78,77,13500000,28,189
P. Schuurs,Perr Schuurs,CB,Torino FC,78,69,64,73,68,81,73,19000000,24,191
Pedrão Tofico,Pedro Tofico Dourado Hermes,CB,Flamengo,78,58,29,63,58,77,85,12000000,28,190
R. Alvarado,Roberto Alvarado,"RM,LM,RW",,78,81,71,78,76,53,69,0,25,176
R. Baku,Ridle Baku,"RM,RB",RB Leipzig,78,82,72,73,81,71,76,15500000,26,176
R. Calafiori,Riccardo Calafiori,"LB,CB",Arsenal FC,78,75,66,71,75,77,77,21000000,22,188
R. Christie,Ryan Christie,CDM,AFC Bournemouth,78,76,70,76,77,72,78,12000000,29,178
R. Gauld,Ryan Gauld,"LW,ST,RW",Vancouver Whitecaps FC,78,83,68,77,82,51,54,14000000,28,169
R. Kristensen,Rasmus Kristensen,"RB,CB,RM",Eintracht Frankfurt,78,70,65,69,71,77,79,14000000,26,187
R. Lavia,Romeo Lavia,"CDM,CM",Chelsea FC,78,72,52,72,77,76,75,26000000,20,181
R. Lewis,Rico Lewis,"RB,LB,CM",Manchester City,78,78,54,75,80,73,58,26000000,19,170
R. Sterling,Raheem Sterling,"LW,LM,RM",Arsenal FC,78,84,74,74,82,42,62,14000000,29,172
R. Tapia,Renato Tapia,"CDM,CM,CB",CD Leganés,78,68,66,72,69,78,83,12500000,28,185
R. Zalazar,Rodrigo Zalazar,"CM,CAM,CDM",Sporting Clube de Braga,78,78,79,76,78,66,73,20000000,24,178
